Name,Url,Socket,Foundry,Process Size,Package,tCaseMax,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,P-Core Boost 3.0,E-Core Frequency,Base Clock,Multiplier,Multiplier Unlocked,TDP,Minimum Power,PL1,PL2,PL2 Tau Limit,Codename,Generation,Memory Support,DDR4 Speed,DDR5 Speed,LPDDR4x Speed,LPDDR5 Speed,ECC Memory,PCI-Express,Secondary PCIe,PCH PCIe,Chipsets,# of Cores,# of Threads,Hybrid Cores,SMP # CPUs,Integrated Graphics,Cache L1,Cache L2,Cache L3,E-Core L1,E-Core L2,Transistors,Die Size,I/O Process Size,I/O Die Size,Launch Price,FP32,Voltage,Chipset,Configurable TDP,# of CCDs,Cores per CCD,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Uncore Frequency,XFR,PPT,Idle Power,Configurable TDP-down,DDR3L Speed,LPDDR3 Speed,DMI Bus Speed,QPI Links,All Core Turbo,Effective FSB,Trace L1,AVX2 Turbo,AVX-512 Turbo,AVX-512 FMA Ports,Package#,Stepping Codes,Max Power,L1 Trace,Cache Type,Min. Assured Freq.,Max. Assured Freq.,Maximum Power,High Priority Core Freq.,Low Priority Core Freq.,High Priority Cores,Low Priority Cores,OEM Launch MSRP,Retail Launch MSRP,Bundled Cooler,Boost 3.0,P-Core Turbo,TDP-down Frequency,Boost 2.0,LPDDR4 Speed,UPI Links,Max. Memory,Retail Launch,Turbo Boost 2.0,Max Turbo Power,DMI,Adjustable Multiplier,Cache L4,TDP Range,Processor Base Power,MSRP,Retail Refresh,Core Process,Cache Process,Cache Die Size,Cache Dies,NB Frequency,ACP,Retail Release,Package HBM,Max Multi Adjust,Retail Availability,3D V-Cache,LPDDR5x Speed,All P-Core Turbo,Radeon Graphics Die Size,Dedicated Graphics
Intel Pentium 4 506,https://www.techpowerup.com/cpu-specs/pentium-4-506.c439,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 1st, 2005",SL8PL,2.66 GHz,N/A,,,133 MHz,20.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 511,https://www.techpowerup.com/cpu-specs/pentium-4-511.c442,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2005",SL8U4,2.8 GHz,N/A,,,133 MHz,21.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 511,https://www.techpowerup.com/cpu-specs/pentium-4-511.c440,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2005",SL9CJ,2.8 GHz,N/A,,,133 MHz,21.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 511,https://www.techpowerup.com/cpu-specs/pentium-4-511.c441,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2005",SL8U5,2.8 GHz,N/A,,,133 MHz,21.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 519,https://www.techpowerup.com/cpu-specs/pentium-4-519.c451,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Dec 1st, 2004",SL87L,3.06 GHz,N/A,,,133 MHz,23.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 519K,https://www.techpowerup.com/cpu-specs/pentium-4-519k.c452,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2005",SL8PN,3.06 GHz,N/A,,,133 MHz,23.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 519K,https://www.techpowerup.com/cpu-specs/pentium-4-519k.c453,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2005",SL8JA,3.06 GHz,N/A,,,133 MHz,23.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 2.40,https://www.techpowerup.com/cpu-specs/pentium-4-ht-2-40.c274,Intel Socket 478,Intel,130 nm,µPGA,74°C,,Desktop,End-of-life,"May 21st, 2003",SL6WFSL6WRSL6Z3,2.4 GHz,N/A,,,200 MHz,12.0x,No,66 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 2.60,https://www.techpowerup.com/cpu-specs/pentium-4-ht-2-60.c273,Intel Socket 478,Intel,130 nm,µPGA,75°C,,Desktop,End-of-life,"May 21st, 2003",SL6WHSL6WS,2.6 GHz,N/A,,,200 MHz,13.0x,No,69 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 2.80,https://www.techpowerup.com/cpu-specs/pentium-4-ht-2-80.c272,Intel Socket 478,Intel,130 nm,µPGA,75°C,,Desktop,End-of-life,"May 21st, 2003",SL6WJSL6WTSL6Z5SL78Y,2.8 GHz,N/A,,,200 MHz,14.0x,No,70 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 2.8E,https://www.techpowerup.com/cpu-specs/pentium-4-ht-2-8e.c268,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Feb 1st, 2004",unknown,2.8 GHz,N/A,,,200 MHz,14.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.00,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-00.c271,Intel Socket 478,Intel,130 nm,µPGA,70°C,,Desktop,End-of-life,"Apr 14th, 2003",SL7PM,3 GHz,N/A,,,200 MHz,15.0x,No,82 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.06,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-06.c275,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Jun 1st, 2003",unknown,3.06 GHz,N/A,,,133 MHz,23.0x,No,110 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.0E,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-0e.c266,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Feb 1st, 2004",unknown,3 GHz,N/A,,,200 MHz,15.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.20,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-20.c270,Intel Socket 478,Intel,130 nm,µPGA,70°C,,Desktop,End-of-life,"Jun 23rd, 2003",SL792SL6WG,3.2 GHz,N/A,,,200 MHz,16.0x,No,82 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.2E,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-2e.c265,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Feb 1st, 2004",unknown,3.2 GHz,N/A,,,200 MHz,16.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.40,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-40.c269,Intel Socket 478,Intel,130 nm,µPGA,68°C,,Desktop,End-of-life,"Feb 2nd, 2004",SL793,3.4 GHz,N/A,,,200 MHz,17.0x,No,89 W,,,,,Northwood,Pentium 4 HT (Northwood),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,8K,512K,,,,55 million,131 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.4E,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-4e.c264,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Apr 1st, 2004",unknown,3.4 GHz,N/A,,,200 MHz,17.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 3.6E,https://www.techpowerup.com/cpu-specs/pentium-4-ht-3-6e.c267,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Aug 4th, 2004",unknown,3.6 GHz,N/A,,,200 MHz,18.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2",,,,,No,,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 515,https://www.techpowerup.com/cpu-specs/pentium-4-ht-515.c445,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL7YV,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 515,https://www.techpowerup.com/cpu-specs/pentium-4-ht-515.c446,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL85V,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 516,https://www.techpowerup.com/cpu-specs/pentium-4-ht-516.c448,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL8PM,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 516,https://www.techpowerup.com/cpu-specs/pentium-4-ht-516.c447,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL8J9,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 517,https://www.techpowerup.com/cpu-specs/pentium-4-ht-517.c450,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL9CD,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 517,https://www.techpowerup.com/cpu-specs/pentium-4-ht-517.c449,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL8ZY,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 520,https://www.techpowerup.com/cpu-specs/pentium-4-ht-520.c454,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL7J4,2.933 GHz,N/A,,,133 MHz,22.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 520,https://www.techpowerup.com/cpu-specs/pentium-4-ht-520.c7,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",unknown,2.8 GHz,N/A,,,200 MHz,14.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 520,https://www.techpowerup.com/cpu-specs/pentium-4-ht-520.c444,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL7KH,2.8 GHz,N/A,,,133 MHz,21.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 520,https://www.techpowerup.com/cpu-specs/pentium-4-ht-520.c443,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL7J4,2.8 GHz,N/A,,,133 MHz,21.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 521,https://www.techpowerup.com/cpu-specs/pentium-4-ht-521.c301,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",unknown,2.8 GHz,N/A,,,200 MHz,14.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 524,https://www.techpowerup.com/cpu-specs/pentium-4-ht-524.c457,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jan 1st, 2001",SL9CA,3.06 GHz,N/A,,,133 MHz,23.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 524,https://www.techpowerup.com/cpu-specs/pentium-4-ht-524.c456,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,Jul 2006,SL8ZZ,3.06 GHz,N/A,,,133 MHz,23.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 530,https://www.techpowerup.com/cpu-specs/pentium-4-ht-530.c6,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL79L,3 GHz,N/A,,,200 MHz,15.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 531,https://www.techpowerup.com/cpu-specs/pentium-4-ht-531.c302,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",unknown,3 GHz,N/A,,,200 MHz,15.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 540,https://www.techpowerup.com/cpu-specs/pentium-4-ht-540.c5,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",unknown,3.2 GHz,N/A,,,200 MHz,16.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 541,https://www.techpowerup.com/cpu-specs/pentium-4-ht-541.c303,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",unknown,3.2 GHz,N/A,,,200 MHz,16.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 550,https://www.techpowerup.com/cpu-specs/pentium-4-ht-550.c4,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",unknown,3.4 GHz,N/A,,,200 MHz,17.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 551,https://www.techpowerup.com/cpu-specs/pentium-4-ht-551.c304,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",SL8J5,3.4 GHz,N/A,,,200 MHz,17.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 560,https://www.techpowerup.com/cpu-specs/pentium-4-ht-560.c1,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",unknown,3.6 GHz,N/A,,,200 MHz,18.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 561,https://www.techpowerup.com/cpu-specs/pentium-4-ht-561.c305,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",SL7L9,3.6 GHz,N/A,,,200 MHz,18.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 570,https://www.techpowerup.com/cpu-specs/pentium-4-ht-570.c9,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 21st, 2004",SL7P2,3.8 GHz,N/A,,,200 MHz,19.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 571,https://www.techpowerup.com/cpu-specs/pentium-4-ht-571.c15,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 12th, 2005",SL8J7,3.8 GHz,N/A,,,200 MHz,19.0x,No,115 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.425 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 HT 620,https://www.techpowerup.com/cpu-specs/pentium-4-ht-620.c1098,Intel Socket 775,Intel,90 nm,FC-LGA4,68°C,,Desktop,End-of-life,"Feb 20th, 2005",SL8AB,2.8 GHz,N/A,,,200 MHz,14.0x,No,84 W,,,,,Prescott,Pentium 4 HT (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,2,,1,N/A,28K,2MB,,,,169 million,135 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
